id,revenue,production_companies
11638,68915888,Regency Enterprises
9910,30526509,Morgan Creek Productions
9315,223387299,Touchstone Pictures
8978,35294470,Why Not Productions
308,45742101,Focus Features
6963,12482775,Escape Artists
10851,0,Isle of Man Film
9885,27762648,South Australian Film Corporation
11683,46770602,Atmosphere Entertainment MM
10040,0,Castle Rock Entertainment
10070,658573,Dimension Films
69,186438883,Konrad Pictures
8976,42886719,Kevin Messick Productions
10060,46442528,MTV Films
10012,19294901,Outerbanks Entertainment
8066,8342132,Regency Enterprises
13374,27645491,Bridget Johnson Films
9291,190320568,Columbia Pictures Corporation
7553,18637690,Eden Rock Media
11637,97918663,Revolution Studios
10077,5989640,Franchise Pictures
7515,0,Silver Nitrate Films
791,46201432,Debra Hill Productions
10048,76932943,Original Film
6961,47175038,26 Films
9912,0,2929 Productions
9681,37691644,Touchstone Pictures
7364,119269486,Bristol Bay Productions
398,49084830,Cooper's Town Productions
14175,19478106,Scanbox
1985,82466670,Epsilon Motion Pictures
1544,2455831,Filmstiftung Nordrhein-Westfalen
10066,68766121,Dark Castle Entertainment
13922,10166502,Lawrence Bender Productions
9923,22944502,Davis-Films
18500,0,David Evans Pictures
14199,69425966,Dimension Films
16553,1117920,Epsilon Motion Pictures
10064,0,Millennium Films
8053,12036149,EuropaCorp
9763,27610873,Milkshake Films
11804,91196419,Brightlight Pictures
11400,30536013,First Foot Films
1951,674918,Danmarks Radio (DR)
27902,0,Santo Domingo Film & Music Video
11459,86369815,Gunn Films
11460,57891803,Craven-Maddalena Films
11348,0,Future Films
20910,0,Jim Henson Productions
10008,0,Allan Zeman Productions
22473,0,Neverwas Productions
5471,92076,Spice Factory
340,2697930,Stillking Films
17113,712294,Initial Entertainment Group (IEG)
13499,72028752,Columbia Pictures Corporation
17124,0,Lightning Entertainment
9899,38058335,Gaumont Columbia Tristar Films
14375,4851244,Cattleya
17035,0,N1 European Film Produktions GmbH & Co. KG
546,13350369,The Weinstein Company
10913,0,Nimbus Film Productions
1696,0,Cinerenta Medienbeteiligungs KG
12142,10442808,Brightlight Pictures
8968,67192859,Senator International
1826,23727301,TPS Cinéma
27594,0,Surefire Film Productions
17455,0,Neo Art & Logic
9921,0,Teton Films
16456,0,Edward R. Pressman Film
7295,0,Screen Gems
1665,1928985,Picturehouse Entertainment
12699,0,Castel Film Romania
9042,15007991,Cinerenta Medienbeteiligungs KG
1833,31670620,1492 Pictures
13679,0,Armada Films
15124,0,Pink Productions
16048,0,Innocent Pictures
10707,11098131,Samuel Goldwyn Films
8332,0,MedienKontor Movie GmbH
9968,0,Ascendant Pictures
67,3357075,Augustus Film
10845,0,Velvet Steamroller Entertainment
14180,0,Emmett Furla Oasis Films (EFO Films)
35320,0,School of Life Productions Inc.
14166,0,Prospect Pictures
18882,143000,Artisan Entertainment
16411,7096000,Sil-Metropole Organisation
58462,0,Millennium Films
14457,0,Primal Pictures
2287,0,HSI Productions
10263,206871,City Lights Pictures
28366,0,"JCE Entertainment Ltd,"
6473,0,Andrew Stevens Entertainment
2610,11588205,Hyde Park Films
19495,0,Ibrus
9701,25224242,Participant Media
15624,973525,Gordonstreet Pictures
8008,0,MJW Productions
24123,0,First Look International
21891,0,Once Upon a Time Films
124673,0,British Broadcasting Corporation (BBC)
12920,0,Hyde Park Entertainment
5145,0,Monkey Productions S.L.
22747,0,Rampage Entertainment
9787,13411957,TriStar Pictures
16608,5048693,UK Film Council
7182,0,Outerbanks Entertainment
31446,0,Baltic Film Group
10579,0,Neo Art & Logic
9009,25473093,Touchstone Pictures
11788,0,HBO Films
9005,0,Focus Features
13919,0,Go Fish Pictures
15402,1410778,John Wells Productions
10598,0,Silver Nitrate Pictures
14933,0,Impact Film & TV
18189,0,Palisades Pictures
2566,0,Fidélité Productions
9288,0,Sweetpea Entertainment
20771,0,Walt Disney Television Animation
20521,0,Middle Fork Productions
6967,0,Bayerischer Banken-Fonds
13498,0,Revolution Studios
7509,10422387,Echo Lake Productions
18825,0,CALT Productions
25967,0,Element Films
24029,0,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)
24939,0,Denholm Trading Inc.
18070,0,Steamroller Productions
22559,0,Walden Media
14147,0,Bigel Entertainment
3527,0,Reverse Angle International
17919,0,For Sale Productions (Muse)
14644,0,DD Productions
28512,0,Silverstar Ltd.
24935,0,Denholm Trading Inc.
868,9879971,Industrial Development Corporation of South Africa
16998,0,Cofimage 16
15907,0,Pandora Pictures
14788,0,Extension 765
18484,634074,Wildcard Productions
31329,0,France2 Cinéma
834,111340801,Screen Gems
58,1065659812,Jerry Bruckheimer Films
920,461983149,Pixar Animation Studios
591,758239851,Imagine Entertainment
9762,114194847,Offspring Entertainment
950,660940780,Twentieth Century Fox Animation
956,397850012,Cruise/Wagner Productions
350,326551094,Dune Entertainment
1422,289847354,Media Asia Films
1581,194168700,Universal Pictures
1124,109676311,Syncopy
1593,574480841,Twentieth Century Fox Film Corporation
1164,135330182,Media Rights Capital
9693,69959751,Strike Entertainment
8275,0,Capital Arts Entertainment
1452,391081192,Legendary Pictures
496,261572744,Four By Two Productions
9339,237681299,Columbia Pictures Corporation
10010,0,DisneyToon Studios
9767,204999686,Mosaic Media Group
388,184376254,Universal Pictures
7518,155019340,DreamWorks Animation
1427,132180323,Nouvelles Éditions de Films (NEF)
1372,170877916,Lonely Film Productions GmbH & Co. KG.
1948,42931041,Lakeshore Entertainment
186,56308881,FilmEngine
9036,120455994,Spyglass Entertainment
9286,117719158,Zide-Perry Productions
588,97607453,Davis-Films
9655,33889159,Lakeshore Entertainment
1381,15304890,Warner Bros.
9836,384335608,Kennedy Miller Productions
1246,155721132,Revolution Studios
11619,64459316,DreamWorks Animation
9904,37384046,Contrafilm
7551,180557550,Scott Free Productions
2486,249288105,Twentieth Century Fox Film Corporation
2044,114830111,Vertigo Entertainment
9297,140175006,Amblin Entertainment
6877,88715192,Scott Rudin Productions
1579,120175290,Icon Entertainment International
9906,55181129,DNA Films
9792,69623713,Major Studio Partners
9513,141702264,Dune Entertainment
10025,38159905,Cheyenne Enterprises
1247,59908565,American Zoetrope
9920,31070211,Ultravi Productions
7985,0,Summit Entertainment
82,163794509,Forward Pass
9293,41009669,Dune Entertainment
9044,28000000,Epsilon Motion Pictures
3683,65900249,Amblin Entertainment
1378,5179037,Process Productions
4351,0,El Norte Productions
9975,69834815,Universal Pictures
9708,38755073,Brightlight Pictures
7516,57103895,StudioCanal
15163,0,Roadside Attractions
11170,43545364,Thunder Road Pictures
1491,86915017,Stillking Films
12096,0,International Production Company
1441,5549200,3L Filmverleih
1717,9450897,Rising Star
11565,138259062,Regency Enterprises
3093,38629478,Kanzaman
2295,26888376,View Askew Productions
9718,162966177,Apatow Productions
1402,307077295,Escape Artists
1887,60474340,Columbia Pictures Corporation
9959,14655628,Revolution Studios
9969,47231070,Regency Enterprises
14784,3669465,Absolute Entertainment
1523,48027970,Cowboy Films
214,163876815,Twisted Pictures
7512,495303,Ternion Pictures
9353,80197993,Nickelodeon Movies
9676,49111202,Davis-Films
503,181674817,Next Entertainment
9310,7314027,Depth of Field
14620,0,FilmEngine
18615,2281089,Edward R. Pressman Film
1819,130431368,Kaplan/Perrone Entertainment
773,100523181,Bona Fide Productions
9072,101595121,Wayans Bros. Entertainment
9948,0,DisneyToon Studios
2447,0,Sound for Film
806,119188334,11:11 Mediaworks
1251,68673228,Amblin Entertainment
19595,0,Wonderworld Studios
3509,5480996,Warner Independent Pictures (WIP)
1262,53653224,Three Strange Angels
1852,162945894,Double Feature Films
9726,42064105,Scott Free Productions
9592,0,Orange Pictures
14202,0,The Mark Gordon Company
313,1381665,Rhombus Media
37725,7385434,Icon Entertainment International
10073,48548426,Epsilon Motion Pictures
9788,38505009,Shady Acres Entertainment
9907,72779000,Nickelodeon Movies
10741,0,Bold Films
1125,154937680,DreamWorks SKG
4441,2077763,The New South Wales Film and Television Office
4643,55011732,Firm Films
10063,1675484,First Look Pictures
4723,374743,Persistent Entertainment
11515,9448082,The Saul Zaentz Company
17700,0,Warner Bros.
10115,0,Touchstone Pictures
9903,11772461,The Mark Gordon Company
8975,22165608,Pacific Film and Television Commission
8997,0,Red Wagon Entertainment
10067,61112916,Mandeville Films
9978,23937870,"Weinstein Company, The"
14171,0,Metro-Goldwyn-Mayer (MGM)
1440,0,Standard Film Company
9957,0,Revolution Studios
1123,4291965,Studio Canal
9986,144,Kerner Entertainment Company
12763,34742066,Tiara Blu Films
14113,12506188,Revolution Studios
13934,0,Pixar Animation Studios
14191,23006849,Storefront Pictures
9914,0,Clubdeal
1116,22889018,Matador Pictures
2207,65664721,Cheyenne Enterprises
512,31584901,Ingenious Film Partners
14062,0,Möbius Entertainment
7511,0,Mel's Cite du Cinema
1259,49469904,Scott Rudin Productions
9829,76286096,StudioCanal
13185,165000,Stealth Films Limited
9053,480314,Constantin Film Produktion
1165,123384128,Granada Film Productions
5820,77920346,Dune Entertainment
182,5914908,Section Eight Productions
9664,17800000,Electric Entertainment
4474,60896147,Regency Enterprises
7304,9500000,True Grit Productions
1253,8974829,Mirage Enterprises
1252,0,Emmett/Furla Films
8588,0,Filmstiftung Nordrhein-Westfalen
13668,16158487,Relativity Media
1975,39143839,Ghost House Pictures
10781,0,Next Entertainment
15714,0,Bluewater Pictures
14458,0,Haxan Entertainment
5072,0,Dan Films
19167,0,Clubdeal
12225,2294291,Ugly Duckling Films
1590,0,Anomaly Entertainment
9754,82800000,Thunder Road Pictures
2357,580527,Mockingbird Pictures
14624,0,Dean River Productions
15213,16627188,Starz Animation
13495,23321954,Estudios Picasso
9782,0,IFC Films
9895,41237648,Morgan Creek Productions
19100,0,La Petite Reine
9841,0,Flame Ventures
24180,0,Alquimia Cinema
8436,0,Les Films à Un Dollar
5393,0,Lionsgate
14474,0,Ambush Entertainment
10053,66966987,Screen Gems
9672,1151330,Longfellow Pictures
12795,745327,Luna Filmproduktion
6641,0,Skyline Films
10886,0,Medusa Film
8324,0,Participant Productions
10288,426224,Astral Media
7859,0,Hunting Lane Films
12526,8059140,L.I.F.T. Production
9697,42285169,Warner Bros.
19344,0,Divine Light Pictures
24624,0,Andrew Stevens Entertainment
14823,0,LTB Films Limited
3603,4946225,Live Stock Films
10085,0,YMIR Productions
2168,0,M2 Entertainment
18858,0,Baker Street
15077,0,Milky Way Image Company
1967,0,Cruise/Wagner Productions
17287,0,Poultry Productions LLC
18870,0,Scion Films Limited
21427,29326868,TF1 Films Production
13171,3091922,2929 Productions
24801,0,Spotted Cow Productions
38163,0,Chicagofilms
10007,0,WWE Studios
134777,0,Motel Man Productions
8618,13401952,BBC Films
14055,210128,Neal Street Productions
16727,20138836,Mirabai Films
1781,46243000,Participant Media
1730,849055,Inland Empire Productions
11494,0,Baker Street
9773,0,Ealing Studios
14930,0,Equity Pictures Medienfonds GmbH & Co. KG
13754,0,Asmik Ace Entertainment
34204,0,Just Singer Entertainment
11798,8176544,UK Film Council
14938,0,Endgame Entertainment
15495,0,Industrial City Films
8194,516139,Belladonna Productions
13162,834457,Milcoz Films
13728,0,Eskwad
6948,0,Furst Films
17,0,Impact Pictures
14518,0,Storm Studio
10069,27105095,Hollywood Pictures
16276,0,TPS Star
10093,11992014,Intrepid Pictures
10854,0,Millennium Films
14064,300000,Vertigo Productions
9526,0,GreeneStreet Films
18437,0,3 Ring Circus Films
50787,0,Starz Entertainment
57784,0,Shouldn't Throw Stones
9924,0,Clubdeal
13551,0,Bruin Grip Services
15590,0,Sobini Films
13650,0,Artina Films
13508,1678874,Plinyminor
9727,0,North by Northwest Entertainment
9847,0,Raw Entertainment
13751,18948425,2929 Productions
9796,0,Fox Atomic
15534,0,Blumhouse Productions
19312,0,Active Entertainment
12271,0,L.I.F.T. Production
8421,0,Naflastrengir
14845,0,Archer Entertainment
19323,0,Warner Bros. Animation
15314,0,Trigger Street Productions
16237,0,Warner Bros. Feature Animation
7839,0,Fugitive Films
15667,0,Zik Zak Kvikmyndir
16070,302179,Independent Film Channel (IFC)
24970,0,Columbia Music Video
43960,0,Schneiders Bakery
19213,0,Pledge This Holdings
18276,0,Hoot Productions LLC
37609,0,BrownHouse Productions
26518,0,Washington Square Films
16083,382267,Furst Films
12586,0,Metanoia Films
14137,0,CKRush Entertainment
12713,0,Procirep
13713,0,StudioCanal
4641,0,Just Singer Entertainment
13816,0,Forensic Films
10004,0,Touchstone Television
673,789804554,Warner Bros.
393,152159461,A Band Apart
9801,40203020,Universal Pictures
38,72258126,This Is That Productions
9806,631442092,Pixar Animation Studios
2502,288500217,The Kennedy/Marshall Company
652,497409852,Warner Bros.
2059,347451894,Jerry Bruckheimer Films
2048,347234916,Laurence Mark Productions
1824,196482882,Happy Madison Productions
7131,300257475,Stillking Films
1487,99318987,Dark Horse Entertainment
5255,305875730,Golden Mean
809,919838758,Pacific Data Images (PDI)
1954,96060858,FilmEngine
1577,129394835,Constantin Film Ltd.
163,362744280,Section Eight
693,516642939,Universal Pictures
435,544272402,Twentieth Century Fox Film Corporation
2567,102000000,Forward Pass
1538,217764291,DreamWorks SKG
747,30039392,Big Talk Productions
36648,128905366,Amen Ra Films
10304,0,Tippett Studio
594,219417255,Amblin Entertainment
11774,209073645,Scott Rudin Productions
70,216763646,Malpaso Productions
8920,200804534,Davis Entertainment
11430,0,Walt Disney Animation Australia
10555,367275019,Pacific Data Images (PDI)
5137,57958696,Natural Nylon Entertainment
12242,0,SD Entertainment
11836,140161792,Nickelodeon Movies
9711,0,Metro-Goldwyn-Mayer (MGM)
1640,98410061,Yari Film Group
10096,96455697,Revolution Studios
10591,30411183,Epsilon Motion Pictures
11024,181466833,Warner Bros.
866,116766556,Film Colony
11247,70067909,Warner Bros.
395,171183863,Studio Babelsberg
9472,167722310,Red Hour Films
10045,9584131,TF1 Films Production
1966,167298192,Intermedia Films
176,103911669,Evolution Entertainment
558,783766341,Columbia Pictures Corporation
9352,20796847,The Montecito Picture Company
9509,130293714,Fox 2000 Pictures
5966,171963386,Jersey Films
7220,54700105,VIP 3 Medienfonds
314,82102379,DiNovi Pictures
13673,0,1492 Pictures
924,102356381,Strike Entertainment
9477,203567857,World 2000 Entertainment
2789,115772733,One Race Productions
2539,55041367,Columbia Pictures Corporation
1586,92913171,Pariah Entertainment Group
4836,11850214,Marv Films
10589,61347797,Contrafilm
14623,28283637,Working Title Films
10733,25819961,Touchstone Pictures
80,15992615,Detour Film Production
1970,183474602,Vertigo Entertainment
14462,96105964,Scott Rudin Productions
4553,8203235,Castelao Producciones
11045,36609966,Robert Simonds Productions
8849,13395939,Patalex Productions
14247,0,Sandstorm Films
9541,36098382,Beverly Detroit
9890,102000000,De Line Pictures
11633,1461989,Tokyo Broadcasting System (TBS)
13700,103951461,Walt Disney Feature Animation
2023,108103450,Touchstone Pictures
1599,0,Scott Rudin Productions
1777,119114517,Fellowship Adventure Group
12153,113086475,Revolution Studios
205,38000000,United Artists
10367,0,TriStar Pictures
11358,57223890,Mandeville Films
13572,25195000,Kopelson Entertainment
21385,0,DisneyToon Studios
2841,0,Warner Bros. France
3989,50907422,Scott Rudin Productions
13378,0,DisneyToon Studios
11025,0,DiNovi Pictures
5552,0,RF2K Productions
9675,109502303,Michael London Productions
10762,69631118,De Line Pictures
9384,170268750,Warner Bros.
16791,0,Endgame Entertainment
6947,256697520,Touchstone Pictures
2122,26155781,Franchise Pictures
11237,70992898,Middle Fork Productions
10677,27685016,Lions Gate Films
2003,0,CB Films
10740,0,New Line Cinema
11081,65470529,Atmosphere Entertainment MM
9833,154648887,Warner Bros.
438,0,Lions Gate Entertainments
401,26781723,Double Feature Films
8193,46118097,Napoleon Pictures Limited
13969,0,Epsilon Motion Pictures
11026,78000586,Dominion Productions
11208,13001257,Metro-Goldwyn-Mayer (MGM)
10204,72178895,Walden Media
10046,0,La Petite Reine
11137,0,Lions Gate Films
12450,0,Hallmark Entertainment
29979,371396,Cornice Entertainment
10145,117575636,Jinks/Cohen Company
15566,14793624,LivePlanet
7548,0,Isle of Man Film
15775,0,Tapestry Films
18804,0,Movision
11109,0,Les Films Alain Sarde
14207,0,Turner Network Television (TNT)
11866,21009180,Davis Entertainment
11058,30114487,2929 Productions
41171,0,Neverland Films
13416,61255921,Imagine Entertainment
5516,0,The Jacobson Company
9688,20085825,Gravier Productions
4599,49718611,Beacon Pictures
11141,0,Irish Dreamtime
14024,14867514,FilmEngine
11188,0,VIP 3 Medienfonds
39386,0,Ouille Productions
11632,16123851,Focus Features
11184,0,American Zoetrope
1997,62172050,TF1 Films Production
842,3537961,Open City Films
5460,0,Original Film
1126,0,Little Bird Productions
10742,12520799,Wildwood Enterprises
10718,46546197,Original Film
31063,0,StudioCanal
16617,21148829,Weed Road Pictures
9636,0,Arc Productions
11171,1524966,Desperate Pictures
17452,0,John Downer Productions Ltd.
10609,0,Labrador Films
13932,0,Pixar Animation Studios
24653,0,Fandango
17209,0,Media Pro Pictures
11217,5001655,Broken Lizard Industries
14844,12,ETIC Films
8080,13000000,Cruise/Wagner Productions
39850,0,Solaris Film
12634,6808550,Shangri-La Entertainment
8981,0,Pathé Pictures International
10710,0,Castle Rock Entertainment
26579,176153,Pretty Dangerous Films
16428,0,Breakup Productions
11169,8112712,Franchise Pictures
17047,28818995,Maverick Films
19084,31179516,Bird and a Bear Entertainment
12483,0,Riding the Bullet Production
18923,1548955,Hart-Sharp Entertainment
14846,22034832,Blue Star Pictures
44524,0,Rhône-Alpes Cinéma
8842,6614280,Cort/Madden Productions
9965,0,Apatow Productions
13702,1914166,Killer Films
11128,74541707,Beacon Communications
34560,0,Disney Channel
11052,29170410,Toho Company
26,0,United King Films
20483,16702864,Mad Chance
15483,1479042,Medusa Film
2791,0,Universal Home Video
9692,4678405,Dash Films
21776,0,Canal+
19592,0,Dead Birds Films
13905,0,"Jim Henson Company, The"
1944,0,Focus Features
14198,0,Warner Bros.
16764,0,Scary Movies LLC
31117,9109322,Triumph Films
1404,0,Cinéart
23601,2037545,Renaissance Films
12877,0,Big Arty Productions
3057,0,RTL2
15237,0,Winkler Films
10838,0,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)
17871,0,Home Box Office (HBO)
24747,0,Bobby Jones Films LLC
8555,0,Dan Films
12703,0,Kinétique Inc.
44345,0,A.C.E.
16358,0,Artisan Entertainment
20544,0,HBO Films
9976,0,Satan's Little Company LLC
20200,823258,M6 Films
11588,0,Dimension Films
25248,0,Amaze Film + Television
238,245066411,Alfran Productions
10669,46122355,Elmer Enterprises
1688,9700000,APJAC Productions
10784,0,Bavaria Film
14881,6330000,Malpaso Productions
811,0,Trumbull/Gruskoff Productions
32613,0,Benmar Productions
15516,0,Sean S. Cunningham Films
6949,0,Warner Bros.
11943,0,Sanford Productions (III)
551,84563118,Kent Productions
19403,0,Carlino Productions
38939,0,Metromedia Producers Corporation
12593,0,Starz Media
21711,0,Redford-Ritchie Productions
33638,0,National General Pictures
35280,0,Benchmark
30566,0,Power Productions
16993,0,Rastar Pictures
1891,538400000,Twentieth Century Fox Film Corporation
694,44017374,Peregrine
8536,108185706,Dovemead Films
4488,59754601,Georgetown Productions Inc.
3604,27107960,Starling Films
8393,0,Mimosa Films
790,21378361,EDI
11033,31899000,Cinema 77 Films
40969,0,Astral Bellevue Pathé
11335,0,Walt Disney Productions
17169,70687344,Malpaso Company
14807,0,HandMade Films
37835,0,Interstar
6028,11000000,EMI Films
27958,0,CiP - Europaische Treuhand AG
19494,0,IPC Films
23954,12729678,Canadian Film Development Corporation (CFDC)
16619,0,Wildwood Enterprises
11337,10389003,Rollins-Joffe Productions
5917,0,First Artists
33214,0,Recorded Picture Company (RPC)
19761,0,Transcontinental Film Productions (London)
15119,0,Baby Cart
36599,14796236,Simcom Limited
323636,0,National Broadcasting Company (NBC)
13783,0,Pact Productions
5922,0,Rastar Pictures
31703,0,Astral Bellevue Pathé
13550,12000000,Carolco Pictures
39176,0,EMI Films Ltd.
42160,0,Simon Productions
285,961000000,Jerry Bruckheimer Films
675,938212738,Warner Bros.
2062,623722818,Pixar Animation Studios
2503,442824138,The Kennedy/Marshall Company
6977,171600000,Scott Rudin Productions
6479,585349010,Original Film
6637,457363168,Saturn Films
559,890871626,Laura Ziskin Productions
5876,57096190,Dimension Films
2270,135560026,Ingenious Film Partners
1991,25037897,Dimension Films
1571,383531464,Twentieth Century Fox Film Corporation
5915,56255142,River Road Entertainment
1271,422610419,Legendary Pictures
1250,228738393,Relativity Media
7326,231411584,Mandate Pictures
1265,137587063,Hal Lieberman Company
7485,95696996,Di Bonaventura Pictures
4347,129266061,Studio Canal
7345,76181545,Ghoulardi Film Company
15212,0,Metro-Goldwyn-Mayer (MGM)
4982,266465037,Universal Pictures
4638,80573774,StudioCanal
13885,152000000,DreamWorks Pictures
8363,169860655,Apatow Productions
6477,361366633,Regency Enterprises
5559,287594577,DreamWorks Animation
1267,169332978,Walt Disney Animation Studios
6023,156835339,Alcon Entertainment
4964,219076518,Apatow Productions
3594,77566815,Contrafilm
1979,289047763,Twentieth Century Fox Film Corporation
4523,340487652,Josephson Entertainment
1949,84785914,Warner Bros.
298,311312624,Section Eight
1273,95608995,Imagi Animation Studios
35,527068851,Twentieth Century Fox Film Corporation
6538,119000410,Participant Productions
1562,64238440,Figment Films
4349,86658558,Forward Pass
440,41797066,Dune Entertainment
1272,32017803,Ingenious Film Partners
1268,229736344,Working Title Films
3432,41637263,Eden Rock Media
4513,75505973,Dark Horse Entertainment
2268,372234864,Ingenious Film Partners
5723,20710513,Samson Films
6145,39000000,Castle Rock Entertainment
3489,16930884,Nu Image Entertainment
4413,69766619,Silver Pictures
8271,117760134,DreamWorks SKG
4515,63215872,United Artists
5176,70016220,Lionsgate
5123,66122026,CJ Entertainment
13483,14373825,Open City Films
10431,40452643,Current Entertainment
23827,193355800,Solana Films
2698,173000000,Universal Pictures
3563,186072214,Happy Madison Productions
1738,18211013,Virtual Studios
9963,84146832,Hyde Park Films
4169,33231264,Sidney Kimmel Entertainment
663,139352633,Twisted Pictures
5375,97838349,Warner Bros.
10172,0,Cube Vision
9793,0,Craven-Maddalena Films
4141,26820641,Angry Films
2252,55112356,Serendipity Point Films
2310,195735876,Shangri-La Entertainment
3638,92601050,Castle Rock Entertainment
8277,0,Rogue Pictures
9038,127766650,Davis Entertainment
1620,99965753,Dune Entertainment
13680,147880543,Mayhem Pictures
11199,253625427,Touchstone Pictures
285923,25037897,Yer Dead Productions
7942,33000000,Material Entertainment
9966,1109660,Ghost House Pictures
1858,709709780,DreamWorks SKG
7350,175372502,Storyline Entertainment
1691,35619521,Next Entertainment
1845,19776159,Polaris Film Productions & Finance
8398,25399945,Focus Films
15356,0,Modern Girl Productions
13186,0,Summit Entertainment
5857,9620399,360 Pictures
2082,80253908,Spectacle Entertainment Group
2977,37311672,2 Entertain
278468,0,Fuzzy Door Productions
8461,7938872,Kinematograf Wien
2312,0,Brightlight Pictures
4517,74237563,StudioCanal
18093,0,Granada Television
14313,5741608,Revelations Entertainment
4858,15071514,Vertigo Entertainment
2284,69474661,FilmColony
7972,25005257,Linsefilm
62931,0,FUNimation Entertainment
14144,18197398,TriStar Pictures
9911,0,Vertigo Films
7737,147717833,Davis-Films
4512,14711793,Virtual Studios
1988,18928871,Revolution Films
2196,46,Parabolic Pictures
1683,62771059,Dark Castle Entertainment
7183,73090611,Revolution Studios
13614,14723313,TVP S.A.
13159,0,Morgan Creek Productions
9757,95673607,Davis Entertainment
11172,145896422,Castle Rock Entertainment
5125,24748670,Level 1 Entertainment
13195,6819587,Delux Productions
13161,0,Silver Nitrate
1950,5761917,Lonely Film Productions GmbH & Co. KG.
6973,29541790,Blackfriars Bridge Films
5708,8159508,Claraflora
10030,59192128,Karz Entertainment
69315,0,R&D TV
12994,0,Jinks/Cohen Company
9760,86865564,Regency Enterprises
13067,17500000,Land Films Inc.
2274,0,Marc Platt Productions
12435,47738099,FilmColony
1257,69485490,Gold Circle Films
14047,30226144,Harpo Films
23202,0,Warner Bros.
1646,41170784,Jersey Films
9785,26810113,Hollywood Pictures
4688,0,Team Todd
13257,0,Landscape Entertainment
15206,54947,Medusa Film
2001,54926886,Industry Entertainment
7979,73276047,MacDonald/Parkes Productions
10294,35300645,Hal Lieberman Company
7211,68377859,Focus Features
14019,0,Czar
10760,13620075,Clifford Werber Productions
14636,8642858,Sidestreet Entertainment
4787,0,Wild Bunch
5951,0,John Calley Productions
14125,2626800,RAMCO
2959,69307224,Warner Bros. Pictures
15019,9576495,I Could Never Ltd.
13250,0,Infinity Features Entertainment
8954,0,Volume One Entertainment
4566,92991835,Mirage Enterprises
6615,11293663,Metro-Goldwyn-Mayer (MGM)
54318,103071443,Ecosse Films
11835,16974459,Dune Entertainment
10425,413454,Millennium Films
10075,0,Metro-Goldwyn-Mayer (MGM)
13687,0,BaggyJoe Productions
13564,0,Warner Premiere
13022,0,Emu Creek Pictures
14138,0,ProdigyMovies
13008,0,Showtime Networks
8319,0,Artina Films
14913,0,Destination Films
20411,0,Millennium Films
8875,0,A-Mark Entertainment
1534,30822861,Dune Entertainment
4771,34619699,The Ladd Company
8272,0,Cooper's Town Productions
14223,0,TriStar Pictures
13957,0,Spinster
6575,18317151,Apatow Productions
13243,346592,Eclipse Catering
3877,2849142,Neal Street Productions
15069,0,UK Film Council
13078,44852,Upload Films
8060,0,Firm Films
4520,0,Castle Rock Entertainment
2267,27297451,Michael Phillips Productions
13360,0,Sequence Film
2355,22222308,Happy Madison Productions
6639,4607608,Grosvenor Park Media Ltd.
14111,0,Film4
3902,4001121,Rising Star
26700,0,Filmax Animation
13158,0,MTV Films
13074,0,Yari Film Group
13470,0,Traveler's Rest Films
14459,0,Australian Film Finance Corporation (AFFC)
13252,0,Millennium Films
5718,1027699,Michael London Productions
8414,0,Ironworks Productions
13501,20380,Tempesta Films
9703,25303038,Quinta Communications
14211,0,Distant Horizons
13492,0,Pacific Films
7006,0,Gold Circle Films
14284,0,Passion Pictures
14397,5285197,Canadian Film or Video Production Tax Credit (CPTC)
15289,0,Lost Tales Films
5595,0,Notro Films
1989,21786738,Jet Tone Production
8141,2426851,Bi-polar Pictures
18893,0,Parallel Film Productions
13949,0,Clerkenwell Films
9997,0,Redline Films
15434,0,Pitchblack Pictures Inc.
13054,0,Hanover Films
4538,24377151,Scott Rudin Productions
13337,0,Vox3 Films
14324,5410749,Dino de Laurentiis Cinematografica
7862,0,Babelsberg Film GmbH
14735,0,Canal+
14424,0,Sandbar Pictures
18755,0,Hill's Production Services
14001,22217407,Twisted Pictures
2728,0,Vivendi Entertainment
17153,0,Barraboy Films
2002,0,StudioCanal
13640,0,Warner Home Video
10822,0,Killer Films
18726,0,Sensible Films
9017,0,Black Camel Pictures
15071,0,Chaintron
14043,0,Virtual Studios
10748,0,Fragile Films
17097,0,Supino Pictures
14547,0,Shaler Entertainment Pictures
1872,0,Destination Films
13177,908847,Redwood Palms Pictures
14649,0,LGM Productions
13168,8768,Anonymous Content
15728,220151,Boy Culture LLC
13258,6870249,Hammer & Tongs
16516,0,Visual Art's/Key
13491,0,Telepool
24447,0,Another Mulligan Entertainment
4629,46474,Australian Film Finance Corporation
1248,82169884,ETIC Films
13548,0,Freedom Films
17317,0,Hood to Hood Productions
13354,0,Warner Bros. Animation
13538,0,Screen West Midlands
10071,0,TriStar Pictures
9750,41098065,Spyglass Entertainment
4407,0,Industrial Development Corporation of South Africa
16205,0,Sound Venture Productions
14148,0,Templar Films
14456,4910682,Ingenious Film Partners
14126,0,Twisted Pictures
44588,0,Mandarin Film
14687,0,Le Tax Shelter du Gouvernement Fédéral de Belgique
25218,0,Mosaic Media Group
21935,0,The Hatchery
12171,0,Odyssey Entertainment
4283,10597734,Sarah James Productions
14235,0,Bac Films
13194,0,Madhouse
11801,0,FOZ
36108,0,Cannes Film Festival
